Stare Time: 11-Sep-2019 13:34:24
 Time    Current        Gap      Phase         Fx         Fy      SizeX      SizeY     BL11I0  InjectEff  CH11   CH12   CH13   CH14   CH15   CH16   CH17   CH21   CH22   CH23   CH24   CH25   CH26   CH27
13:34     -0.298      30.01      -0.00     749.00     446.07       0.00       0.00       0.00       0.00  0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
13:34     -0.299      30.01      -0.00     749.00     446.07       0.00       0.00       0.00       0.00  0.02   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
13:34     -0.298      30.01      -0.00     749.00     446.07       0.00       0.00       0.00       0.00  0.02   0.00   0.00  -0.03   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
13:34     -0.300      30.01      -0.00     749.00     446.07       0.00       0.00       0.00       0.00  0.02   0.00   0.00  -0.03   0.00  -0.02  -0.02   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
13:35     -0.301      30.01      -0.00     749.00     446.07       0.00       0.00       0.00       0.00  0.02   0.00   0.00  -0.03   0.00  -0.02  -0.02   0.00   0.00   0.00   0.02  -0.02   0.00   0.02 
13:35     -0.300      30.01      -0.00     749.00     446.07       0.00       0.00       0.00       0.00  0.02   0.00   0.00  -0.03   0.00  -0.02  -0.02   0.02   0.00   0.00   0.02  -0.02   0.00   0.02 
13:35     -0.299      30.01      -0.00     749.00     446.07       0.00       0.00       0.00       0.00  0.02   0.00   0.00  -0.03   0.00  -0.02  -0.02   0.02  -0.02   0.00   0.02  -0.02   0.00   0.02 
13:35     -0.298      30.01      -0.00     749.00     446.07       0.00       0.00       0.00       0.00  0.02   0.00   0.00  -0.03   0.00  -0.02  -0.02   0.02  -0.02  -0.02   0.02  -0.02   0.00   0.02 
13:35     -0.299      30.01      -0.00     749.00     446.07       0.00       0.00       0.00       0.00  0.02   0.02   0.00  -0.03  -0.02  -0.02  -0.02   0.02  -0.02  -0.02   0.02  -0.02   0.00   0.02 
