Stare Time: 24-Sep-2019 00:38:47
 Time    Current        Gap      Phase         Fx         Fy      SizeX      SizeY     BL11I0  InjectEff  CH11   CH12   CH13   CH14   CH15   CH16   CH17   CH21   CH22   CH23   CH24   CH25   CH26   CH27
00:43    345.636      21.50      28.00     759.93     437.81     140.64      58.67       0.00       0.00  0.02   0.49   0.22   0.09   0.40   0.16   0.40   0.07  -0.18   0.13  -0.11  -0.24  -0.33  -0.35 
00:44    345.574      21.50      28.00     758.68     437.48     141.18      58.87       0.00       0.00  0.02   0.49   0.22   0.09   0.40   0.25  -0.27   0.26  -0.01   0.07  -0.38  -0.34  -0.17   0.39 
00:44    345.525      21.50      28.00     758.43     437.64     141.18      58.87       0.00       0.00 -0.17  -0.27   0.18   0.37   0.01   0.25  -0.27   0.26  -0.01   0.07  -0.38  -0.34  -0.17   0.39 
00:44    345.482      21.50      28.00     757.85     437.72     141.18      58.87       0.00       0.00 -0.31  -0.20  -0.47  -0.34   0.34  -0.42   0.48  -0.20  -0.33   0.09   0.27   0.13   0.24  -0.18 
00:44    345.414      21.50      28.00     757.52     438.06     140.31      58.06       0.00       0.00  0.23  -0.11   0.43   0.32   0.30  -0.26  -0.32   0.18  -0.30  -0.09   0.37  -0.35   0.38   0.02 
00:44    345.351      21.50      28.00     753.50     438.47     140.78      55.85       0.00       0.00  0.23  -0.11   0.43   0.32   0.30  -0.26  -0.32   0.18  -0.30  -0.09   0.37  -0.35   0.12   0.50 
00:44    345.301      21.50      28.00     759.01     437.38     140.98      55.99       0.00       0.00  0.36  -0.44  -0.35   0.46  -0.35   0.12  -0.17   0.49  -0.04   0.30   0.26   0.44   0.12   0.50 
00:44    345.254      21.50      28.00     761.27     437.64     140.88      57.34       0.00       0.00 -0.29   0.14  -0.31  -0.02  -0.16  -0.06   0.50   0.15  -0.34  -0.07  -0.21  -0.12   0.45  -0.19 
00:44    345.188      21.50      28.00     761.93     438.06     140.79      57.76       0.00       0.00  0.26  -0.29   0.39  -0.04   0.05  -0.35  -0.11   0.01  -0.27  -0.09   0.12   0.24  -0.32   0.06 
00:44    345.107      21.50      28.00     760.10     437.81     140.81      59.03       0.00       0.00  0.36  -0.43   0.21  -0.20   0.12   0.41   0.10  -0.02  -0.09  -0.32  -0.48   0.19  -0.26  -0.50 
00:44    345.041      21.50      28.00     759.85     438.73     140.13      58.22       0.00       0.00  0.00  -0.50   0.47  -0.18   0.47   0.42  -0.23  -0.10  -0.10   0.40   0.44   0.31   0.48   0.42 
00:44    344.961      21.50      28.00     761.35     437.31     141.58      56.99       0.00       0.00 -0.17  -0.41   0.19  -0.42  -0.09   0.45  -0.03   0.48  -0.28  -0.13   0.09  -0.18   0.47   0.48 
00:44    344.895      21.50      28.00     761.44     437.22     141.01      56.33       0.00       0.00  0.49  -0.13  -0.10   0.05  -0.49  -0.26   0.06   0.49  -0.30   0.23  -0.38  -0.20   0.18  -0.42 
00:44    344.814      21.50      28.00     761.35     438.56     139.96      58.08       0.00       0.00 -0.40   0.27   0.30   0.42  -0.02  -0.27  -0.32  -0.08  -0.42   0.13   0.38   0.48  -0.02   0.32 
00:44    344.731      21.50      28.00     762.60     437.89     141.29      58.04       0.00       0.00 -0.41   0.01   0.30   0.17  -0.05   0.26   0.05   0.32   0.06  -0.31  -0.38  -0.45   0.01  -0.39 
00:45    344.668      21.50      28.00     762.60     437.38     141.29      58.04       0.00       0.00  0.27  -0.23  -0.10  -0.45   0.35  -0.35   0.14   0.15  -0.18   0.46   0.20   0.00  -0.35   0.13 
00:45    344.583      21.50      28.00     758.34     437.55     141.29      58.04       0.00       0.00 -0.37   0.10  -0.26   0.46  -0.10   0.35  -0.20   0.26  -0.05   0.24  -0.39  -0.26   0.38   0.34 
00:45    344.503      21.50      28.00     757.69     437.64     140.56      58.81       0.00       0.00 -0.01   0.15   0.11   0.44   0.44   0.29  -0.23   0.26  -0.00  -0.23   0.30   0.06   0.06  -0.27 
00:45    344.438      21.50      28.00     758.17     438.06     140.65      58.34       0.00       0.00  0.32  -0.06   0.48   0.30   0.33   0.45  -0.06   0.12   0.25   0.30  -0.23  -0.44   0.17   0.25 
00:45    344.358      21.50      28.00     760.68     438.15     141.08      55.81       0.00       0.00  0.49   0.07  -0.28  -0.24  -0.15   0.07   0.01   0.32   0.17   0.48  -0.09   0.32  -0.28   0.13 
00:45    344.293      21.50      28.00     760.60     437.55     140.35      58.01       0.00       0.00  0.49   0.37  -0.03   0.34   0.33  -0.23   0.39   0.39  -0.44   0.12   0.14  -0.16   0.41   0.35 
00:45    344.248      21.50      28.00     760.26     437.48     140.27      59.24       0.00       0.00 -0.10   0.37  -0.03   0.34   0.33  -0.23   0.39   0.39  -0.44   0.12   0.14  -0.16   0.41   0.35 
00:45    344.199      21.50      28.00     754.42     438.64     140.22      60.11       0.00       0.00 -0.29   0.02  -0.28   0.44   0.40   0.08   0.09  -0.28  -0.21  -0.17  -0.30   0.44   0.30  -0.06 
00:45    344.137      21.50      28.00     753.93     438.64     140.59      58.49       0.00       0.00 -0.25   0.02   0.10  -0.03   0.36  -0.04   0.08  -0.31   0.06  -0.29   0.35   0.48   0.50   0.29 
00:45    344.057      21.50      28.00     751.09     438.97     140.21      60.24       0.00       0.00  0.11   0.06   0.02  -0.21   0.29   0.29  -0.36  -0.30  -0.50   0.03   0.09  -0.18  -0.13   0.15 
00:45    343.991      21.50      28.00     760.43     438.64     141.48      56.14       0.00       0.00  0.30   0.20  -0.30  -0.15  -0.37   0.34  -0.19   0.36   0.28   0.39   0.08  -0.09  -0.07   0.44 
00:45    343.911      21.50      28.00     758.17     438.06     140.61      58.09       0.00       0.00 -0.03   0.48  -0.23  -0.36  -0.14  -0.08   0.50  -0.23  -0.50   0.43   0.05  -0.02   0.40  -0.46 
00:45    343.846      21.50      28.00     757.76     437.72     141.83      58.70       0.00       0.00 -0.23   0.34  -0.34  -0.21   0.49   0.34   0.48   0.24   0.05  -0.01  -0.48  -0.18  -0.08  -0.12 
00:46    343.763      21.50      28.00     755.43     437.81     141.81      58.45       0.00       0.00 -0.17  -0.02  -0.37   0.38   0.20   0.42  -0.33   0.03  -0.20   0.21   0.27   0.09  -0.32   0.24 
00:46    343.683      21.50      28.00     757.18     438.06     141.81      58.45       0.00       0.00 -0.01  -0.36   0.25   0.25  -0.28  -0.13   0.34  -0.39   0.09   0.48  -0.24  -0.33  -0.30   0.16 
00:46    343.616      21.50      28.00     763.77     437.14     141.89      55.93       0.00       0.00 -0.21   0.47  -0.17   0.08   0.15  -0.13   0.41   0.34   0.42   0.15   0.30   0.18  -0.48   0.48 
00:46    343.536      21.50      28.00     756.43     437.81     140.38      56.23       0.00       0.00  0.00   0.07  -0.50  -0.34  -0.50  -0.49  -0.30   0.48  -0.34   0.34   0.46  -0.43   0.46   0.46 
00:46    343.471      21.50      28.00     756.51     437.81     141.06      57.60       0.00       0.00 -0.17   0.44   0.20  -0.08   0.04   0.08   0.38   0.09   0.29  -0.18   0.12  -0.27   0.05  -0.44 
00:46    343.388      21.50      28.00     754.18     437.81     140.35      57.35       0.00       0.00 -0.28  -0.18   0.43   0.17  -0.38  -0.40  -0.36   0.33  -0.09  -0.25   0.48   0.25   0.22   0.38 
00:46    343.306      21.50      28.00     763.94     437.81     141.13      57.27       0.00       0.00 -0.00   0.45  -0.27   0.07  -0.20   0.06   0.42   0.42   0.02  -0.46  -0.12   0.24   0.20  -0.06 
00:46    343.242      21.50      28.00     761.85     436.80     141.05      57.39       0.00       0.00 -0.12   0.23  -0.44   0.43   0.35  -0.34   0.36   0.47  -0.27   0.27   0.09   0.34  -0.25   0.17 
00:46    343.159      21.50      28.00     761.01     437.38     140.84      58.84       0.00       0.00  0.20   0.34   0.12   0.17  -0.11   0.09   0.27   0.35  -0.32  -0.36  -0.31   0.18  -0.16   0.47 
00:46    343.093      21.50      28.00     756.85     437.31     140.50      56.99       0.00       0.00  0.48  -0.24   0.45   0.39  -0.41  -0.25  -0.31   0.38   0.10   0.40   0.04  -0.48  -0.30   0.18 
00:46    343.011      21.50      28.00     757.52     437.72     141.07      56.86       0.00       0.00  0.38  -0.23   0.46  -0.49  -0.26   0.29   0.38  -0.00   0.43  -0.06   0.23  -0.31   0.00   0.02 
00:46    342.931      21.50      28.00     758.17     437.48     141.29      57.35       0.00       0.00  0.46  -0.22  -0.23   0.16   0.33  -0.11   0.08   0.12   0.15   0.47  -0.18   0.33   0.49  -0.28 
00:47    342.866      21.50      28.00     758.17     437.48     141.29      57.35       0.00       0.00 -0.10   0.09  -0.08  -0.36   0.47  -0.10   0.48  -0.34  -0.28  -0.15  -0.28  -0.12  -0.35  -0.48 
00:47    342.781      21.50      28.00     756.17     438.73     141.29      57.35       0.00       0.00  0.48  -0.06   0.13  -0.23   0.24  -0.48  -0.09   0.07  -0.17   0.18   0.06  -0.30  -0.43  -0.17 
00:47    342.721      21.50      28.00     755.18     438.80     140.31      57.62       0.00       0.00 -0.04   0.40   0.14   0.10  -0.30   0.28  -0.16  -0.17   0.34   0.47  -0.16   0.05   0.36   0.19 
00:47    342.641      21.50      28.00     756.01     438.73     140.52      57.48       0.00       0.00  0.02  -0.01   0.41  -0.30   0.15  -0.49   0.10   0.26  -0.38   0.23   0.49  -0.10   0.48   0.34 
00:47    342.564      21.50      28.00     757.26     438.06     140.58      59.03       0.00       0.00 -0.23  -0.31   0.18   0.31  -0.05  -0.13   0.32   0.01  -0.43  -0.28   0.06   0.47  -0.03   0.17 
00:47    342.498      21.50      28.00     755.60     438.15     140.18      59.81       0.00       0.00  0.28   0.32  -0.16   0.02   0.42   0.29  -0.11  -0.07  -0.28   0.22  -0.21   0.08  -0.09   0.18 
00:47    342.421      21.50      28.00     755.43     438.80     140.48      58.84       0.00       0.00 -0.15   0.15   0.50   0.10  -0.45   0.25   0.04  -0.35   0.10   0.19  -0.34  -0.10  -0.01   0.26 
00:47    342.341      21.50      28.00     753.67     438.47     140.34      59.99       0.00       0.00 -0.25   0.19   0.29  -0.22   0.45   0.20  -0.28  -0.32  -0.00  -0.04  -0.50   0.11  -0.42  -0.06 
00:47    342.276      21.50      28.00     753.34     438.30     141.13      58.82       0.00       0.00 -0.42  -0.48   0.20   0.07   0.43   0.36   0.14   0.10   0.22  -0.24  -0.16   0.40  -0.31  -0.33 
00:47    342.194      21.50      28.00     755.50     437.72     140.84      58.03       0.00       0.00 -0.32  -0.48  -0.42   0.08   0.21  -0.21  -0.44   0.23  -0.14  -0.34   0.03   0.32   0.16  -0.48 
00:47    342.133      21.50      28.00     755.76     437.72     141.24      56.89       0.00       0.00 -0.38  -0.42  -0.36  -0.38  -0.24  -0.10   0.21  -0.14   0.23  -0.04   0.39   0.13   0.33   0.07 
00:47    342.052      21.50      28.00     758.51     437.89     140.61      59.30       0.00       0.00 -0.17  -0.25  -0.29   0.31  -0.36   0.10   0.25  -0.10  -0.44  -0.18  -0.39   0.48  -0.07   0.34 
00:48    341.971      21.50      28.00     755.26     438.56     140.61      59.30       0.00       0.00 -0.20   0.11  -0.38   0.18   0.37   0.14  -0.29   0.00   0.07  -0.02   0.13  -0.31   0.47   0.37 
00:48    341.908      21.50      28.00     754.92     438.22     140.61      59.30       0.00       0.00 -0.26  -0.14  -0.17  -0.02  -0.29  -0.06   0.46   0.47   0.42  -0.03   0.32  -0.04   0.46   0.06 
00:48    341.823      21.50      28.00     761.68     437.38     140.52      60.14       0.00       0.00 -0.13   0.50   0.20   0.22   0.25   0.47   0.43   0.29  -0.27  -0.42   0.47   0.16   0.40   0.38 
00:48    341.758      21.50      28.00     760.77     437.55     140.82      56.91       0.00       0.00  0.49  -0.14  -0.05  -0.01   0.07   0.15   0.20   0.19   0.32   0.26   0.38   0.31   0.49   0.23 
00:48    341.678      21.50      28.00     759.18     437.48     140.80      58.31       0.00       0.00  0.45  -0.20  -0.28   0.14   0.21   0.13  -0.18   0.43  -0.16  -0.44   0.46   0.30  -0.12   0.12 
00:48    341.595      21.50      28.00     758.77     437.48     140.41      59.40       0.00       0.00 -0.24   0.12  -0.26   0.06   0.07   0.48  -0.06   0.17  -0.30   0.06  -0.49   0.12  -0.02   0.16 
00:48    341.534      21.50      28.00     758.94     438.06     141.29      59.11       0.00       0.00  0.24   0.12   0.25   0.16   0.02  -0.42   0.34  -0.22  -0.07  -0.30   0.20   0.43  -0.45  -0.24 
00:48    341.455      21.50      28.00     760.19     437.81     140.83      58.25       0.00       0.00  0.17   0.04   0.06  -0.05   0.08   0.08   0.15   0.22   0.10  -0.42   0.13   0.18  -0.15   0.22 
00:48    341.388      21.50      28.00     760.60     437.22     140.99      60.21       0.00       0.00  0.48   0.50   0.14  -0.05   0.38   0.47   0.28   0.31  -0.01  -0.28  -0.47  -0.01  -0.17  -0.08 
00:48    341.311      21.50      28.00     753.09     438.06     140.17      58.37       0.00       0.00  0.23  -0.36  -0.37   0.41  -0.16  -0.38  -0.23  -0.04  -0.28  -0.15   0.27   0.19  -0.33  -0.03 
00:48    341.231      21.50      28.00     758.77     438.97     140.77      57.29       0.00       0.00  0.32  -0.06  -0.03  -0.21   0.15  -0.15  -0.32   0.41   0.23  -0.38  -0.26   0.26  -0.28  -0.17 
00:48    341.168      21.50      28.00     755.43     438.56     140.50      58.51       0.00       0.00 -0.04  -0.01   0.01  -0.30   0.48  -0.25   0.01  -0.23   0.15  -0.21   0.17   0.02   0.02   0.23 
00:49    341.089      21.50      28.00     755.43     438.06     140.50      58.51       0.00       0.00  0.48  -0.49   0.16  -0.33  -0.46  -0.35  -0.21   0.41  -0.40  -0.42   0.40  -0.46   0.08   0.16 
00:49    341.026      21.50      28.00     757.35     437.55     140.50      58.51       0.00       0.00 -0.06   0.14   0.45  -0.38   0.15  -0.46  -0.13   0.19   0.21  -0.46  -0.34   0.36  -0.42  -0.36 
00:49    340.949      21.50      28.00     752.09     438.56     140.49      60.10       0.00       0.00  0.47  -0.41  -0.09  -0.43   0.13   0.20  -0.23  -0.48  -0.07  -0.28  -0.36  -0.42   0.46   0.44 
00:49    340.865      21.50      28.00     756.01     438.73     140.49      58.74       0.00       0.00 -0.39   0.39   0.35   0.20   0.22   0.17   0.13  -0.13   0.12   0.18   0.35   0.35   0.45  -0.24 
00:49    340.805      21.50      28.00     754.59     438.97     140.53      58.98       0.00       0.00 -0.23  -0.00   0.04  -0.10  -0.26   0.13   0.00  -0.31  -0.32   0.31  -0.07   0.12  -0.47  -0.01 
00:49    340.722      21.50      28.00     755.18     438.15     141.03      57.82       0.00       0.00  0.24  -0.09   0.35   0.43  -0.39   0.30   0.37  -0.18   0.37   0.27   0.39  -0.38  -0.11   0.46 
00:49    340.658      21.50      28.00     759.68     437.72     141.51      58.22       0.00       0.00 -0.47   0.05  -0.05   0.35  -0.34   0.12   0.12   0.21  -0.05   0.01  -0.44   0.21   0.36  -0.06 
00:49    340.581      21.50      28.00     751.77     438.64     139.95      58.22       0.00       0.00 -0.40  -0.03  -0.14   0.39  -0.04  -0.39  -0.47  -0.14   0.19   0.27  -0.03  -0.01   0.06  -0.06 
00:49    340.496      21.50      28.00     761.76     438.64     140.70      56.81       0.00       0.00 -0.10   0.27   0.04  -0.32  -0.37  -0.14   0.21   0.13   0.38   0.50  -0.47  -0.11  -0.46  -0.09 
00:49    340.434      21.50      28.00     753.76     438.56     140.19      57.66       0.00       0.00 -0.04   0.16   0.46   0.07  -0.35  -0.49  -0.34   0.11   0.04   0.49  -0.40  -0.07   0.22  -0.13 
00:49    340.352      21.50      28.00     754.01     438.22     140.78      56.86       0.00       0.00  0.00   0.09   0.42  -0.08  -0.32   0.05   0.02   0.18   0.47   0.45  -0.05   0.29   0.28   0.49 
00:49    340.288      21.50      28.00     762.02     437.81     140.85      59.40       0.00       0.00  0.02   0.19  -0.13   0.31   0.17   0.25   0.36   0.27  -0.18   0.01  -0.12   0.03  -0.22   0.29 
00:50    339.715      21.50      28.00     753.09     438.80     140.28      57.73       0.00       0.00 -0.30   0.84  -0.05   0.28  -0.72   0.78  -0.77   0.13   0.62   0.08   0.88  -0.22   0.79   0.57 
00:50    339.654      21.50      28.00     745.51     439.89     139.23      65.49       0.00       0.00  0.19  -0.62   0.67   0.96   0.72   0.74  -0.56  -0.78  -0.14  -0.84   0.75  -0.19  -0.06   0.25 
00:50    339.576      21.50      28.00     757.18     438.47     140.44      58.06       0.00       0.00 -0.81   0.29   0.99  -0.51  -0.83   0.59  -0.41   0.40  -0.41   0.49  -0.94   0.02   0.85   0.80 
00:50    339.507      21.50      28.00     757.18     437.48     141.28      58.16       0.00       0.00  0.64   0.18   0.59  -0.77  -0.96   0.59   0.95   0.09  -0.06  -0.53   0.96  -0.79   0.28   0.37 
00:50    339.425      21.50      28.00     756.92     437.55     140.60      58.03       0.00       0.00  0.70  -0.17  -0.59  -0.08   0.63  -0.05   0.56  -0.71   0.79   0.13   0.70  -0.58   0.24   0.91 
00:51    339.364      21.50      28.00     764.93     437.55     140.60      58.03       0.00       0.00  0.70  -0.17  -0.59  -0.08   0.63  -0.05   0.56  -0.71   0.79   0.13   0.70  -0.73  -0.17   0.76 
00:51    339.319      21.50      28.00     765.36     436.56     140.60      58.03       0.00       0.00 -0.51   0.80   0.45  -0.28  -0.83   0.64   0.40   0.48   0.04   0.26   0.95  -0.73  -0.17   0.76 
