Stare Time: 29-Oct-2019 04:09:39
    Time    Current       EPUg       EPUp        U50        U90         Fx         Fy      SizeX      SizeY     BL11I0  InjectEff      CH11   CH12   CH13   CH14   CH15   CH16   CH17   CH21   CH22   CH23   CH24   CH25   CH26   CH27
04:09:39    361.727      21.50       0.00      23.67      50.00     757.85     439.47     141.72      60.52      57.42      32.89      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:09:44    361.651      21.50       0.00      23.67      50.00     759.43     439.55     141.72      60.52      56.64      32.89     -2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:09:49    361.575      21.50       0.00      23.67      50.00     759.52     439.23     141.72      60.52      56.68      32.89     -1.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:09:54    361.501      21.50       0.00      23.67      50.00     759.26     438.97     141.72      60.52      56.70      32.89     -1.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:09:59    362.300      21.50       0.00      23.67      50.00     759.35     439.40     141.72      60.52      56.71      31.69     -1.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:10:05    362.225      21.50       0.00      23.67      50.00     759.10     439.23     141.72      60.52      56.83      31.69     -1.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:10:10    362.149      21.50       0.00      23.67      50.00     758.60     439.23     141.72      60.52      56.82      31.69     -1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:10:15    362.072      21.50       0.00      23.67      50.00     758.68     438.80     141.72      60.52      56.86      31.69     -0.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:10:20    361.997      21.50       0.00      23.67      50.00     758.60     439.14     141.72      60.52      54.80      31.69     -0.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:10:25    361.923      21.50       0.00      23.67      50.00     758.51     439.23     141.72      60.52      54.82      31.69     -0.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:10:30    361.849      21.50       0.00      23.67      50.00     758.17     439.23     141.72      60.52      54.97      31.69     -0.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:10:36    361.772      21.50       0.00      23.67      50.00     758.17     438.97     141.72      60.52      55.02      31.69      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:10:41    361.699      21.50       0.00      23.67      50.00     757.85     438.97     141.72      60.52      55.01      31.69      0.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:10:46    361.625      21.50       0.00      23.67      50.00     757.85     439.14     141.72      60.52      55.08       0.00      0.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:10:51    361.548      21.50       0.00      23.67      50.00     757.69     439.40     141.72      60.52      55.12       0.00      0.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:10:56    361.473      21.50       0.00      23.67      50.00     757.35     438.89     141.72      60.52      55.06       0.00      0.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:11:01    361.403      21.50       0.00      23.67      50.00     757.18     439.47     141.72      60.52      55.17       0.00      1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:11:07    361.326      21.50       0.00      23.67      50.00     757.01     439.47     141.72      60.52      55.17       0.00      1.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:11:12    361.250      21.50       0.00      23.67      50.00     757.01     439.31     141.72      60.52      55.20       0.00      1.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
