Stare Time: 24-Sep-2019 02:06:13
 Time    Current        Gap      Phase         Fx         Fy      SizeX      SizeY     BL11I0  InjectEff  CH11   CH12   CH13   CH14   CH15   CH16   CH17   CH21   CH22   CH23   CH24   CH25   CH26   CH27
02:06    357.774      21.50      28.00     756.27     438.73     140.47      55.52      33.88       0.00  0.20   0.81   0.68  -0.60  -0.17  -0.62  -0.58   0.64   0.30   0.74   0.54  -0.35  -0.60   0.76 
02:06    357.611      21.50      28.00     756.17     438.64     140.74      54.91      33.58       0.00  0.20   0.81   0.68  -0.60  -0.17  -0.62  -0.58   0.64   0.30   0.74   0.54  -0.93  -0.40   0.30 
02:06    357.555      21.50      28.00     760.68     437.64     140.79      55.93      33.71       0.00 -0.29  -0.04   0.10  -0.94   0.39  -0.26   0.61  -0.48   0.61   0.72   0.96  -0.93  -0.40   0.30 
02:06    357.497      21.50      28.00     756.43     438.64     140.51      55.86      33.64       0.00  0.19  -0.33  -0.47  -0.43   0.52  -0.56   0.39  -0.39   0.36  -0.24   0.71   0.95  -0.42   0.36 
02:06    357.433      21.50      28.00     765.44     437.81     141.21      54.20      33.58       0.00 -0.58   0.56   0.15  -0.20   0.18  -0.76   0.40   0.53   0.83  -0.79   0.82  -0.72   0.42   0.33 
02:06    357.369      21.50      28.00     756.85     437.81     140.38      57.17      33.62       0.00 -0.58   0.56   0.15  -0.20   0.18  -0.46  -0.15  -0.11   0.47  -0.36  -0.49  -0.07  -0.81   0.07 
02:06    357.308      21.50      28.00     756.75     438.06     141.12      56.06      33.54       0.00 -0.39   0.45  -0.01  -0.09   0.82  -0.46  -0.15  -0.11   0.47  -0.36  -0.49  -0.07  -0.81   0.07 
02:06    357.252      21.50      28.00     762.86     437.48     141.04      56.13      32.53       0.00 -0.62  -0.95  -0.97  -0.57  -0.15  -0.21   0.77  -0.11  -0.88   0.55  -0.13   0.00  -0.21   0.43 
02:06    357.195      21.50      28.00     766.02     437.81     141.70      54.03      33.60       0.00  0.58  -0.74  -0.61   0.54   0.48  -0.24   0.09   0.97   0.36   0.73  -0.11   0.56   0.81  -0.80 
02:06    357.126      21.50      28.00     766.11     437.38     140.42      55.35      33.78       0.00 -0.37   0.95  -0.33  -0.32  -0.88  -0.83  -0.15  -0.01   0.50   0.33   0.36   0.00  -0.16  -0.52 
02:06    357.044      21.50      28.00     760.02     438.15     140.76      55.51      33.62       0.00  1.00  -0.80  -0.07  -0.78   0.82   0.30  -0.86   0.90   0.35   0.79  -0.48   0.84   0.34  -0.91 
02:07    356.960      21.50      28.00     765.36     437.81     140.76      55.51      33.40       0.00  0.46  -0.66  -0.12  -0.78  -0.67   0.81  -0.44   0.98  -0.49  -0.34  -0.61   0.59  -0.80   0.09 
02:07    356.881      21.50      28.00     764.11     436.56     141.38      56.87      33.49       0.00 -0.65  -0.24  -0.45  -0.35   0.97   0.78   0.60   0.03  -0.24   0.90   0.66   0.55   0.13  -0.51 
02:07    356.806      21.50      28.00     763.77     437.55     141.00      55.54      33.40       0.00 -0.65  -0.24  -0.45  -0.35   0.97   0.78   0.60   0.01  -0.44   0.91  -0.65   0.45   0.61   0.76 
02:07    356.749      21.50      28.00     762.60     436.30     140.05      61.29      33.53       0.00  0.32  -0.94  -0.32   0.29  -0.50  -0.06   0.86   0.01  -0.44   0.91  -0.65   0.45   0.61   0.76 
02:07    356.693      21.50      28.00     751.00     439.06     141.08      59.17      33.30       0.00  0.91   0.63   0.41   0.64   0.17   0.87  -0.97   0.40  -0.97   0.77  -0.83  -0.50   0.30  -0.22 
02:07    356.632      21.50      28.00     768.11     436.22     141.59      57.89      33.15       0.00  0.84  -0.84  -0.35  -0.72   0.63   0.73   0.95   0.04  -0.46   0.90  -0.63   0.90  -0.63  -0.69 
02:07    356.562      21.50      28.00     771.19     434.97     142.24      56.79      33.15       0.00  0.65  -0.50  -0.77  -0.88  -0.36   0.87   0.92   0.20   0.06  -0.53  -0.92   0.80   0.63  -0.11 
02:07    356.480      21.50      28.00     770.44     436.39     142.05      56.48      33.30       0.00  0.32  -0.28   0.35  -0.18   0.93   0.15   0.62   0.95  -0.03  -0.57   0.92  -0.04   0.16  -0.50 
02:07    356.402      21.50      28.00     753.60     437.14     140.26      61.50      33.18       0.00  0.85  -0.74   0.72   0.70   0.78  -0.23   0.64  -0.70  -0.22  -0.09  -0.44   0.23  -0.34   0.85 
02:07    356.329      21.50      28.00     753.84     438.15     141.02      55.89      32.88       0.00  0.85  -0.74   0.72   0.70   0.78  -0.23   0.64  -0.70  -0.22  -0.09  -0.44   0.66   0.45   0.39 
02:07    356.268      21.50      28.00     763.85     436.39     141.32      55.68      32.98       0.00  0.77   0.93  -0.59   0.07  -0.46   0.44   0.61   0.38  -0.02  -0.54   0.97   0.66   0.45   0.39 
02:07    356.209      21.50      28.00     760.84     437.38     140.97      56.44      32.69       0.00 -0.42  -0.78   0.28  -0.34  -0.44  -0.89   0.92  -0.13  -0.64   0.43   0.03  -0.45  -0.15   0.76 
02:07    356.153      21.50      28.00     760.02     437.55     141.31      56.59      32.75       0.00  0.25   0.28   0.09  -0.27   0.60   0.21  -0.16   0.57  -0.42   0.74  -0.06   0.09  -0.88   0.56 
02:07    356.087      21.50      28.00     759.01     437.72     140.41      57.81      32.68       0.00 -0.18  -0.17   0.36  -0.71   0.24   0.07   0.14   0.27  -0.95  -0.95   0.52   0.13   0.18   0.04 
02:08    356.010      21.50      28.00     751.43     438.97     140.41      57.81      33.01       0.00  0.67  -0.24  -0.09   0.69   0.18  -0.37  -0.53  -0.09   0.90   0.79   0.83   0.93   0.32  -0.69 
02:08    355.932      21.50      28.00     750.59     439.47     139.88      63.32      32.91       0.00  1.00   0.97  -0.91   0.78  -0.29   0.55  -0.27  -0.44  -0.94  -0.13  -0.95  -0.11  -0.28   0.05 
02:08    355.856      21.50      28.00     748.67     439.89     139.39      56.77      32.95       0.00  0.92  -0.51  -0.65   0.54   0.46  -0.95  -0.40  -0.22  -0.37   0.86   0.75  -0.38  -0.06  -0.60 
02:08    355.774      21.50      28.00     762.60     437.72     140.80      55.78      32.69       0.00 -0.18   0.40   0.23   0.01  -0.83   0.13  -0.13   0.52   0.02  -0.14  -0.62  -0.74   0.94  -0.78 
02:08    355.694      21.50      28.00     750.18     438.89     139.85      58.10      32.92       0.00  0.60   0.76   0.12   0.27  -0.33   0.10  -0.75   0.09  -0.10  -0.48  -0.42   0.32   0.07   0.89 
02:08    355.619      21.50      28.00     763.68     437.98     141.59      55.48      32.69       0.00  0.60   0.76   0.12   0.27   0.27  -0.40  -0.07   0.90  -0.32  -0.77   0.83  -0.90  -0.26   0.98 
02:08    355.564      21.50      28.00     763.77     437.22     140.27      60.98      32.82       0.00  0.36   0.20  -0.92  -0.34   0.27  -0.40  -0.07   0.90  -0.32  -0.77   0.83  -0.90  -0.26   0.98 
02:08    355.508      21.50      28.00     753.26     438.47     139.79      60.57      32.87       0.00  0.48   0.35  -0.03   0.72   0.46   0.41  -0.39   0.15  -0.47  -0.59  -0.34   0.10   0.97   0.18 
02:08    355.454      21.50      28.00     745.34     440.65     139.02      59.50      33.03       0.00 -0.75   0.92   0.99   0.14  -0.25   0.84  -0.80  -0.82   0.12   0.62  -0.98   0.50   0.81  -0.86 
02:08    355.389      21.50      28.00     758.77     438.97     140.50      55.00      33.02       0.00 -0.77  -0.29  -0.15  -0.84   0.79   0.46  -0.59   0.56   0.60   0.96   0.76   0.97   0.79   0.81 
02:08    355.310      21.50      28.00     760.60     437.38     140.71      61.09      32.85       0.00  0.17   0.59  -0.76   0.97   0.40   0.91   0.71  -0.56   0.20  -0.04  -0.11   0.46  -0.02  -0.69 
02:08    355.229      21.50      28.00     766.52     436.73     141.01      53.83      32.91       0.00  0.85   0.18  -0.24  -0.16   0.69  -0.71   0.17   0.91   0.53   0.87   0.43  -0.84  -0.35  -0.15 
02:09    355.147      21.50      28.00     760.36     437.48     141.99      54.19      33.08       0.00  0.43  -0.87  -0.84  -0.01  -0.41   0.03  -0.86   0.42   0.88  -0.74  -0.40  -0.76  -0.52   0.29 
02:09    355.069      21.50      28.00     755.60     437.89     141.99      54.19      32.91       0.00  0.98  -0.91   0.05   0.20   0.95  -0.72   0.08  -0.11   0.13  -0.60   0.89  -0.26  -0.48  -0.68 
02:09    354.989      21.50      28.00     756.92     438.06     140.75      55.82      32.85       0.00  0.56  -0.50  -0.08  -0.66   0.66   0.65  -0.74   0.05   0.81   0.07  -0.03   0.19  -0.08  -0.32 
02:09    354.914      21.50      28.00     750.83     438.97     140.23      60.08      32.90       0.00 -0.38  -0.28   0.47  -0.93   0.15   0.35  -0.10  -0.91  -0.22  -0.86   0.41  -0.35   0.49  -0.65 
02:09    354.846      21.50      28.00     749.17     439.98     139.61      56.68      32.94       0.00 -0.38  -0.28   0.47  -0.93   0.15   0.35  -0.10  -0.91  -0.22  -0.86   0.41  -0.35   0.49   0.77 
02:09    354.784      21.50      28.00     748.76     439.55     141.66      55.28      32.72       0.00 -0.43  -0.45  -0.71   0.45   0.59  -0.43  -0.91  -0.30   0.80  -0.46   0.21  -0.37   0.51   0.77 
02:09    354.726      21.50      28.00     769.44     436.06     141.77      55.14      32.93       0.00 -0.92   0.75  -0.72  -0.72   0.67  -0.63   0.88   0.68  -0.04  -0.87   0.10   0.18   0.93   0.22 
02:09    354.669      21.50      28.00     743.59     441.14     139.06      58.24      32.90       0.00  0.39   0.50  -0.43  -0.17  -0.26  -0.07  -0.94  -0.73   0.22  -0.51  -0.28   0.40   0.05   0.88 
02:09    354.604      21.50      28.00     757.09     439.89     140.62      57.60      32.70       0.00  0.39   0.50  -0.43  -0.17  -0.26  -0.07  -0.94  -0.06  -0.42  -0.64   0.45   0.07  -0.62  -0.36 
02:09    354.548      21.50      28.00     757.09     438.89     139.89      59.41      32.67       0.00 -0.26  -0.17  -0.62  -0.82   0.13   0.27  -0.23  -0.06  -0.42  -0.64   0.45   0.07  -0.62  -0.36 
02:09    354.493      21.50      28.00     752.25     439.55     140.28      59.29      32.84       0.00  0.12   0.14   0.67  -0.12  -0.60   0.12   0.44  -0.70  -0.53  -0.56   0.63   0.68  -0.06  -0.19 
02:09    354.440      21.50      28.00     743.75     440.39     139.10      61.47      32.83       0.00  0.48   0.22   0.37   0.22   0.29   0.19  -0.77  -0.64  -0.56  -0.62   1.00  -0.47  -0.19  -0.51 
02:09    354.375      21.50      28.00     758.10     438.97     140.73      56.16      32.76       0.00  0.14  -0.06   0.87   0.32  -0.35   0.33  -0.71   0.74   0.13  -0.19  -0.19   0.08  -0.37   0.59 
02:09    354.297      21.50      28.00     758.34     438.06     140.41      60.44      32.72       0.00  0.50   0.25  -0.30   0.38   0.32   0.34   0.86  -0.36  -0.72   0.15   0.95  -0.62   0.33   0.53 
02:10    354.215      21.50      28.00     758.85     437.48     141.19      60.27      32.68       0.00 -0.54  -0.06  -0.60   0.94   0.74  -0.09   0.65   0.07  -0.77  -0.45   0.64   0.23   0.44  -0.01 
02:10    354.135      21.50      28.00     757.93     437.89     141.19      60.27      32.83       0.00 -0.17   0.04  -0.50  -0.17   0.78  -0.65  -0.63   0.49  -0.17   0.88  -0.85  -0.94   0.56  -0.68 
02:10    354.061      21.50      28.00     760.19     438.06     141.35      58.44      32.68       0.00 -0.17   0.04  -0.50  -0.17   0.78  -0.65  -0.63   0.49  -0.17   0.88   0.48  -0.91   0.30  -0.10 
02:10    354.004      21.50      28.00     760.19     437.89     141.30      54.41      32.80       0.00  0.82  -0.63  -0.22  -0.16   0.20   0.14   0.51  -0.46   0.30  -0.93   0.48  -0.91   0.30  -0.10 
02:10    353.944      21.50      28.00     765.51     435.72     141.82      54.35      32.56       0.00 -0.89   0.45   0.66  -0.18  -0.61  -0.69   0.87   0.18   0.32   0.24  -0.32  -0.42   0.55   0.04 
02:10    353.883      21.50      28.00     766.02     436.13     141.77      53.92      32.62       0.00 -0.73  -0.56  -0.76   0.04   0.24  -0.86   0.75   0.07   0.75   0.17  -0.05   0.91  -0.92   0.27 
02:10    353.817      21.50      28.00     766.02     435.89     141.81      57.44      32.52       0.00 -0.73  -0.56  -0.76   0.04  -0.50   0.24   0.72   0.81  -0.78  -0.44  -0.32  -0.27   0.96  -0.57 
02:10    353.755      21.50      28.00     769.27     436.39     141.05      54.52      32.64       0.00 -0.83   0.92   0.01  -0.20  -0.50   0.24   0.72   0.81  -0.78  -0.44  -0.32  -0.27   0.96  -0.57 
02:10    353.700      21.50      28.00     764.93     435.72     141.01      54.12      32.59       0.00  0.54  -0.34  -0.23   0.29  -0.69  -0.55   0.39   0.41   0.96   0.12   0.98   0.73  -0.88  -0.15 
02:10    353.646      21.50      28.00     745.83     440.31     139.44      61.99      32.65       0.00 -0.54  -0.74   0.65  -0.09   0.83   0.07  -0.05  -0.90  -0.84   0.29  -0.60   0.85   0.55   0.26 
02:10    353.581      21.50      28.00     766.35     437.38     141.25      55.66      32.36       0.00 -0.54   0.65   0.47  -0.27  -0.08   0.08   0.34   0.77  -0.14   0.12  -0.06  -0.95   0.70  -0.33 
02:10    353.518      21.50      28.00     766.86     435.89     141.57      54.32      32.41       0.00  0.13   0.65   0.47  -0.27  -0.08   0.08   0.34   0.77  -0.14   0.12  -0.06  -0.95   0.70  -0.33 
02:10    353.459      21.50      28.00     767.10     435.96     141.14      57.22      31.50       0.00 -0.08  -0.85  -0.92   0.16   0.30  -0.82   0.51   0.58   0.47  -0.98   0.02   0.46   0.98  -0.87 
02:10    353.404      21.50      28.00     761.10     437.05     140.71      59.51      32.51       0.00 -0.11  -0.08   0.68  -0.88   0.57   0.41   0.13   0.53  -0.91  -0.35  -0.36   0.09   0.37   0.84 
02:10    353.337      21.50      28.00     758.10     437.48     140.96      55.05      32.52       0.00  0.35  -0.77   0.78  -0.58   0.09  -0.48  -0.07  -0.12   1.00  -0.62   0.33   1.00  -0.62  -0.97 
02:11    353.258      21.50      28.00     761.35     437.38     140.60      55.20      32.41       0.00 -0.01  -0.68  -0.93   0.73   0.43   0.15   0.48   0.53  -0.97  -0.52   0.82   0.64   0.44   0.65 
02:11    353.178      21.50      28.00     750.59     438.80     140.60      55.20      32.84       0.00  0.28   0.26   0.88   0.65   0.55  -0.90  -0.98   0.52   0.94   0.74   0.24  -0.12   0.61   0.24 
02:11    353.108      21.50      28.00     750.59     438.80     140.72      57.77      32.56       0.00  0.28   0.26   0.88   0.65   0.55  -0.90  -0.98   0.32  -0.12   0.14  -0.79   0.83   0.51   0.99 
02:11    353.050      21.50      28.00     756.60     438.89     140.41      60.90      32.59       0.00  0.83  -0.74   0.76   0.74   0.86  -0.38   0.15   0.32  -0.12   0.14  -0.79   0.83   0.51   0.99 
02:11    352.995      21.50      28.00     757.43     438.15     140.42      59.04      31.39       0.00 -0.31   0.89   0.17   0.46   0.36   0.35   0.23   0.05  -0.91   0.82  -0.86  -0.15   0.70  -0.86 
02:11    352.940      21.50      28.00     755.43     438.15     140.72      56.77      32.52       0.00  0.32   0.61  -0.38  -0.82  -0.46   0.33  -0.34  -0.15  -0.31   0.36  -0.91   0.35  -0.40  -0.24 
02:11    352.873      21.50      28.00     755.35     438.06     140.76      55.27      32.41       0.00 -0.42  -0.52  -0.50   0.19  -0.74   0.39   0.65  -0.57   0.22   0.80   0.55  -0.36   0.26  -0.63 
02:11    352.795      21.50      28.00     760.94     438.22     140.52      58.71      32.40       0.00  0.91  -0.90  -0.59  -0.52  -0.36   0.66  -0.24  -0.38  -0.28  -0.73   0.06  -0.34   0.53   0.16 
02:11    352.717      21.50      28.00     765.36     437.81     141.15      56.34      32.34       0.00 -0.48  -0.64  -0.53  -0.55   0.87   0.33   0.28   0.64  -0.25  -0.96   0.93   0.98   0.73  -0.37 
02:11    352.639      21.50      28.00     755.43     437.48     140.20      56.97      32.51       0.00 -0.65  -0.14  -0.38  -0.36   0.05  -0.95   0.49  -0.29  -0.55  -0.76   0.78   0.38  -0.24   0.05 
02:11    352.558      21.50      28.00     765.85     437.55     141.77      54.65      32.45       0.00 -0.21  -0.91  -0.62  -0.15  -0.86  -0.25  -0.08   0.58   0.15  -0.65  -0.77   0.52  -0.87  -0.34 
02:11    352.481      21.50      28.00     763.18     436.47     141.23      55.86      32.41       0.00  0.55   0.47   0.68  -0.30  -0.80  -0.53   0.73   0.04  -0.04   0.06  -0.46  -0.45  -0.28  -0.50 
02:11    352.401      21.50      28.00     755.50     438.15     140.18      60.31      32.56       0.00 -0.65  -0.34  -0.49   0.17  -0.65   0.14   0.60  -0.94  -0.59  -0.59  -0.36   0.86  -0.81  -0.88 
02:12    352.321      21.50      28.00     765.36     437.14     140.20      60.19      32.49       0.00  0.38  -0.17  -0.92  -0.97   0.03  -0.46   0.60   0.02   0.20   0.33  -0.72   0.15  -0.75   0.18 
02:12    352.251      21.50      28.00     765.44     437.89     140.20      60.19      32.77       0.00  0.38  -0.17  -0.92  -0.97   0.03  -0.46   0.60   0.02   0.20  -0.35   0.29   0.28  -0.98   0.68 
02:12    352.195      21.50      28.00     741.08     441.90     141.56      54.14      32.51       0.00  0.07  -0.58   0.90   0.82   0.93  -0.41  -0.39  -0.92  -0.64  -0.35   0.29   0.28  -0.98   0.68 
02:12    352.139      21.50      28.00     763.68     437.05     141.24      54.25      32.18       0.00 -0.10  -0.22   0.74  -0.97  -0.43   0.16  -0.39   0.70   0.74  -0.40   0.74   0.41  -0.12  -0.89 
02:12    352.080      21.50      28.00     759.52     437.64     141.16      55.62      32.54       0.00  0.66  -0.49  -0.88  -0.11  -0.35  -0.22  -0.25   0.25   0.15  -0.52  -0.25  -0.56   0.26   0.31 
02:12    352.018      21.50      28.00     753.84     438.64     140.52      56.11      32.56       0.00  0.31   0.74  -0.85  -0.17   0.36   0.41  -0.25   0.14  -0.24   0.88   0.88   0.66   0.52   0.95 
02:12    351.941      21.50      28.00     755.02     438.89     140.24      56.69      32.62       0.00  0.16   0.93   0.16   0.46   0.96  -0.12  -0.43   0.34   0.62  -0.47   0.95  -0.39   0.98  -0.76 
02:12    351.863      21.50      28.00     756.01     438.64     140.73      56.78      32.52       0.00 -0.51  -0.39   0.67  -0.77   0.48   0.54   0.24  -0.86   0.70   0.69  -0.16  -0.02  -0.09   0.65 
02:12    351.784      21.50      28.00     762.69     437.72     140.81      57.14      32.52       0.00 -0.05  -0.63   0.17   0.90   0.11   0.73  -0.30   0.20   0.87  -0.70   0.33  -0.59  -0.37  -0.58 
02:12    351.706      21.50      28.00     766.02     437.22     141.55      57.08      32.59       0.00  0.09   0.49  -0.94   0.75   0.13   0.73   0.30   0.98  -0.99   0.74   0.81  -0.20   0.30  -0.41 
02:12    351.630      21.50      28.00     745.83     437.72     139.63      58.08      32.76       0.00 -0.68   0.95   0.89   0.41   0.29  -0.77  -0.42  -0.39  -0.46   0.69   0.74  -0.74   0.26  -0.78 
02:12    351.557      21.50      28.00     772.94     436.30     142.14      56.47      32.32       0.00 -0.68   0.95   0.89   0.41   0.29   0.83   0.87   0.87  -0.43   0.09   0.46   0.47  -0.97   0.32 
02:12    351.499      21.50      28.00     772.53     435.22     140.61      59.95      32.62       0.00  0.73   0.06  -0.31   0.08  -0.36   0.83   0.87   0.87  -0.43   0.09   0.46   0.47  -0.97   0.32 
02:12    351.446      21.50      28.00     756.01     437.55     140.11      59.96      30.95       0.00  0.13  -0.09   0.37   0.77   0.51   0.99  -0.75   0.21  -0.01   0.31  -0.99  -0.03   0.02  -0.68 
02:13    351.389      21.50      28.00     758.43     437.55     140.11      59.96      32.43       0.00 -0.66   0.60  -0.78  -0.09   0.63  -0.14  -0.24   0.23  -0.06  -0.20   0.57  -0.51  -0.57  -0.29 
02:13    351.324      21.50      28.00     772.94     436.22     140.11      59.96      32.27       0.00 -0.67  -0.90   0.27  -0.65  -0.44   0.97   0.70   0.91  -0.65   0.94   0.91  -0.37  -0.36   0.26 
02:13    351.241      21.50      28.00     770.61     435.55     141.80      57.27      32.31       0.00  0.19   0.27  -0.70   0.32   0.68   0.14   0.74   0.28   0.49  -0.07  -0.76  -0.40  -0.98  -0.46 
02:13    351.166      21.50      28.00     753.43     436.39     140.15      58.36      32.57       0.00 -0.46  -0.73   0.48   0.84  -0.01   0.79  -0.35  -0.41   0.54  -0.70   0.57   0.97  -0.78   0.19 
02:13    351.089      21.50      28.00     755.43     438.73     140.66      56.25      32.51       0.00  0.48  -0.92  -0.00  -0.51   0.73  -0.71  -0.82   0.54  -0.08  -0.12   0.05  -0.89  -0.28  -0.61 
02:13    351.012      21.50      28.00     755.84     438.56     140.43      56.50      32.55       0.00  0.83   0.83   0.66   0.91  -0.29  -0.03   0.57  -0.48   0.87   0.15   0.56   0.29   0.82   0.17 
02:13    350.933      21.50      28.00     755.35     438.97     140.50      55.65      32.55       0.00  0.88   0.34  -0.28  -0.83  -0.10  -0.40   0.48  -0.68   0.43   0.91  -0.54   0.69   0.06   0.16 
02:13    350.866      21.50      28.00     749.17     439.89     139.68      57.62      32.55       0.00  0.88   0.34  -0.28  -0.83  -0.10  -0.40   0.48  -0.68   0.43   0.91  -0.54   0.69   0.06   0.81 
02:13    350.816      21.50      28.00     749.26     439.89     140.35      59.35      32.53       0.00 -0.17   0.74   0.47  -0.86  -0.17   0.23  -0.79  -0.05  -0.71   0.82  -0.90  -0.51   0.34   0.81 
02:13    350.759      21.50      28.00     755.09     438.47     140.15      60.45      32.49       0.00  0.86  -0.70   0.51  -0.63   0.82   0.71  -0.32  -0.15  -0.29   0.07   0.71  -0.49  -0.58  -0.55 
02:13    350.704      21.50      28.00     754.68     438.89     140.13      61.27      32.50       0.00  0.98  -0.56   0.43   0.53   0.88   0.73  -0.58   0.09  -0.08  -0.15  -0.67  -0.77   0.08   0.99 
02:13    350.640      21.50      28.00     756.10     438.56     140.65      55.60      32.59       0.00  0.98  -0.56   0.43   0.53   0.88   0.73  -0.58   0.09  -0.08  -0.15   0.12  -0.10   0.95  -0.78 
02:13    350.582      21.50      28.00     756.43     438.56     139.82      57.08      32.61       0.00 -0.13  -0.49  -0.54  -0.75   0.30  -0.23  -0.61   0.04   0.76  -0.77   0.12  -0.10   0.95  -0.78 
02:13    350.530      21.50      28.00     747.42     440.05     139.61      57.33      32.31       0.00  0.84  -0.03   0.10  -0.21   0.10  -0.54  -0.37  -0.44  -0.17   0.43  -0.13   0.77   0.21  -0.75 
02:14    350.475      21.50      28.00     754.01     439.06     139.61      57.33      32.54       0.00 -0.56   0.51  -0.82  -0.61   0.82  -0.19  -0.42   0.02  -0.74   0.49   0.81  -0.97  -0.89  -0.20 
02:14    350.405      21.50      28.00     762.35     437.48     139.61      57.33      32.54       0.00  0.06  -0.46  -0.92   0.97  -0.88  -0.85   0.25   0.30  -0.13   0.97  -0.83  -0.64  -0.82   0.47 
02:14    350.332      21.50      28.00     764.26     436.56     141.70      54.06      32.60       0.00  0.30  -0.61  -0.53  -0.41  -0.02   0.28  -0.64   0.94   0.49   0.83  -0.87   0.06   0.87  -0.91 
02:14    350.252      21.50      28.00     748.42     438.15     139.38      61.19      32.69       0.00  0.35  -0.36   0.66  -0.29   0.40  -0.29  -0.10  -0.54  -0.82  -0.44  -0.27   0.03   0.20   0.07 
02:14    350.177      21.50      28.00     759.26     438.73     140.67      55.14      32.61       0.00 -0.23  -0.47  -0.84   0.47  -0.42  -0.91   0.77  -0.33   0.36  -0.62   0.98   0.58  -0.06  -0.02 
02:14    350.108      21.50      28.00     756.10     437.64     140.26      57.84      32.57       0.00 -0.23  -0.47  -0.84   0.47  -0.42  -0.91   0.77  -0.33   0.36  -0.62   0.98   0.58   0.66   0.48 
02:14    350.049      21.50      28.00     755.43     438.47     142.19      55.00      32.46       0.00  0.99  -0.86  -0.30   0.73   0.57  -0.39   0.18  -0.16   0.08  -0.57   0.47  -0.88   0.66   0.48 
02:14    349.993      21.50      28.00     773.28     435.14     141.87      56.36      33.29       0.00 -0.12  -0.86   0.94  -0.41  -0.86   0.55   0.92   0.94  -0.76   0.49   0.73  -0.14  -0.64  -0.62 
02:14    349.937      21.50      28.00     756.75     437.72     140.45      58.78      32.50       0.00 -0.85  -0.39   0.64   0.43   0.35   0.26  -0.24   0.28  -0.89   0.79  -0.58  -0.55   0.07  -0.62 
02:14    349.868      21.50      28.00     773.86     436.06     142.13      53.09      32.31       0.00  0.62   0.12  -0.09  -0.15  -0.72   0.66   0.50   0.91   0.78   0.99  -0.28  -0.02  -0.58   0.54 
02:14    349.793      21.50      28.00     752.92     435.89     140.20      57.85      32.52       0.00  0.95   0.07   0.17  -0.76   0.82  -0.40  -0.42   0.39  -0.77  -0.62   0.96  -0.57   0.98  -0.81 
02:14    349.722      21.50      28.00     750.83     439.72     140.44      57.00      32.37       0.00  0.93  -0.69   0.54  -0.85  -0.88  -0.93  -0.04  -0.22  -0.81  -0.77   0.17   0.93  -0.43   0.17 
02:14    349.645      21.50      28.00     757.93     438.47     140.35      56.18      32.24       0.00 -0.81  -0.88  -0.49   0.99  -0.70  -0.03  -0.04   0.43  -0.81   0.47  -0.38   0.82  -0.20   0.99 
02:15    349.567      21.50      28.00     758.17     437.64     140.35      56.18      32.22       0.00  0.83   0.64   0.34  -0.00  -0.03   0.96   0.90  -0.51   0.49   0.63  -0.74   0.59   0.22   0.97 
02:15    349.487      21.50      28.00     761.76     436.73     140.35      56.18      32.10       0.00  0.49   0.13   0.39  -0.88   0.54   0.12   0.09   0.89   0.63  -0.17   0.10  -0.51   0.87  -0.45 
02:15    349.411      21.50      28.00     758.77     437.31     140.34      55.41      32.25       0.00  0.74  -0.38   0.08   0.45   0.53  -0.60  -0.38   0.48   0.58  -0.02   0.20   0.24  -0.90  -1.00 
02:15    349.335      21.50      28.00     751.92     438.15     140.34      57.94      30.72       0.00 -0.56  -0.61   0.22   0.52  -0.46   0.76  -0.34  -0.73   0.17   0.90  -0.58  -0.98   0.45   0.01 
02:15    349.267      21.50      28.00     753.17     438.73     140.97      58.17      30.70       0.00 -0.56  -0.61   0.22   0.52  -0.46   0.76  -0.34  -0.73  -0.59   0.21   0.50  -0.78  -0.56  -0.44 
02:15    349.209      21.50      28.00     754.68     439.14     140.57      55.15      30.50       0.00  0.25  -0.12   0.70   0.82   0.89  -0.89  -0.17   0.43  -0.59   0.21   0.50  -0.78  -0.56  -0.44 
02:15    349.153      21.50      28.00     756.17     438.15     140.45      55.22      30.49       0.00 -0.52  -0.63   0.62  -0.47   0.72  -0.78  -0.30   0.24   0.85   0.08  -0.43   0.86   0.40   0.96 
02:15    349.100      21.50      28.00     753.67     438.80     140.53      57.39      30.37       0.00 -0.14   0.45   0.81   0.59  -0.19  -0.55  -0.64   0.58  -0.50  -0.17  -0.96  -0.48   0.46   0.45 
02:15    349.035      21.50      28.00     757.43     439.06     140.66      56.25      30.23       0.00  0.40   0.51  -0.14  -0.08  -0.84   0.94  -0.76   0.73  -0.34   0.01  -0.79   0.74   0.79   0.18 
02:15    348.960      21.50      28.00     755.84     438.56     140.65      55.62      30.38       0.00  0.38   0.26  -0.77  -0.81   0.23  -0.60   0.43  -0.48   0.08   0.41   0.15   0.23   0.85  -0.66 
02:15    348.884      21.50      28.00     751.51     438.89     139.89      60.47      30.49       0.00  0.85   0.89   0.51   0.80   0.24  -0.07  -0.76   0.20  -0.07  -0.84  -0.83  -0.48  -0.36   0.56 
02:15    348.809      21.50      28.00     742.91     440.48     139.28      60.10      30.45       0.00 -0.77  -0.87   0.53   1.00   0.69  -0.17  -0.96  -0.81   0.20  -0.38   0.01  -0.95  -0.59   0.87 
02:15    348.735      21.50      28.00     760.60     438.89     141.16      56.76      30.31       0.00 -0.97  -0.10   0.73   0.03   0.28   0.65   0.06   0.29   0.09  -0.12   0.74   0.25  -0.22   0.93 
