Stare Time: 29-Oct-2019 04:43:08
    Time    Current       EPUg       EPUp        U50        U90         Fx         Fy      SizeX      SizeY     BL11I0  InjectEff      CH11   CH12   CH13   CH14   CH15   CH16   CH17   CH21   CH22   CH23   CH24   CH25   CH26   CH27
04:43:08    361.869      21.50       9.90      23.67      50.00     758.27     438.15     141.72      60.52      64.60       0.00      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:43:14    361.799      21.50       9.90      23.67      50.00     759.52     437.89     141.72      60.52      64.42       0.00     -2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:43:19    361.724      21.50       9.90      23.67      50.00     759.43     437.89     141.72      60.52      64.40       0.00     -1.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:43:24    361.651      21.50       9.90      23.67      50.00     759.35     437.89     141.72      60.52      64.38       0.00     -1.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:43:29    361.580      21.50       9.90      23.67      50.00     759.10     437.48     141.72      60.52      64.39       0.00     -1.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:43:34    361.506      21.50       9.90      23.67      50.00     758.68     437.98     141.72      60.52      64.37       0.00     -1.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:43:40    361.433      21.50       9.90      23.67      50.00     758.68     437.81     141.72      60.52      64.39       0.00     -1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:43:45    361.360      21.50       9.90      23.67      50.00     758.77     438.30     141.72      60.52      64.41       0.00     -0.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:43:50    361.287      21.50       9.90      23.67      50.00     758.68     438.15     141.72      60.52      64.38       0.00     -0.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:43:55    361.213      21.50       9.90      23.67      50.00     758.34     437.89     141.72      60.52      64.37       0.00     -0.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:44:00    361.142      21.50       9.90      23.67      50.00     758.27     438.30     141.72      60.52      64.40       0.00     -0.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:44:05    361.067      21.50       9.90      23.67      50.00     758.01     438.06     141.72      60.52      64.37       0.00      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
04:44:10    360.996      21.50       9.90      23.67      50.00     757.59     437.89     141.72      60.52      64.38       0.00      0.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
