Stare Time: 29-Oct-2019 05:23:11
    Time    Current       EPUg       EPUp        U50        U90         Fx         Fy      SizeX      SizeY     BL11I0  InjectEff      CH11   CH12   CH13   CH14   CH15   CH16   CH17   CH21   CH22   CH23   CH24   CH25   CH26   CH27
05:23:11    360.892      21.50      28.00      23.67      50.00     757.76     439.31     141.72      60.52      61.89       0.00      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:23:16    360.821      21.50      28.00      23.67      50.00     759.01     438.89     141.72      60.52      62.31       0.00     -2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:23:21    360.751      21.50      28.00      23.67      50.00     759.26     438.80     141.72      60.52      62.36       0.00     -1.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:23:27    360.683      21.50      28.00      23.67      50.00     759.43     438.80     141.72      60.52      62.37       0.00     -1.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:23:32    360.610      21.50      28.00      23.67      50.00     758.77     438.39     141.72      60.52      62.36       0.00     -1.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:23:37    360.540      21.50      28.00      23.67      50.00     758.60     438.89     141.72      60.52      62.32       0.00     -1.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:23:42    360.470      21.50      28.00      23.67      50.00     758.68     438.64     141.72      60.52      62.31       0.00     -1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:23:47    360.401      21.50      28.00      23.67      50.00     758.34     438.47     141.72      60.52      62.35       0.00     -0.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:23:52    360.328      21.50      28.00      23.67      50.00     758.34     439.14     141.72      60.52      62.28       0.00     -0.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:23:57    360.257      21.50      28.00      23.67      50.00     758.17     438.89     141.72      60.52      62.24       0.00     -0.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:03    360.187      21.50      28.00      23.67      50.00     758.27     438.22     141.72      60.52      62.25       0.00     -0.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:08    360.119      21.50      28.00      23.67      50.00     757.93     438.97     141.72      60.52      62.22       0.00      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:13    360.048      21.50      28.00      23.67      50.00     757.85     439.31     141.72      60.52      62.22       0.00      0.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:18    359.975      21.50      28.00      23.67      50.00     757.26     439.23     141.72      60.52      62.18       0.00      0.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:23    359.910      21.50      28.00      23.67      50.00     757.35     439.06     141.72      60.52      62.18       0.00      0.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:28    359.840      21.50      28.00      23.67      50.00     757.52     439.14     141.72      60.52      62.10       0.00      0.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:33    359.768      21.50      28.00      23.67      50.00     756.92     439.23     141.72      60.52      62.07       0.00      1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:39    359.698      21.50      28.00      23.67      50.00     756.68     438.97     141.72      60.52      62.06       0.00      1.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:44    359.630      21.50      28.00      23.67      50.00     756.75     438.80     141.72      60.52      62.01       0.00      1.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:49    359.561      21.50      28.00      23.67      50.00     756.34     439.14     141.72      60.52      62.01       0.00      1.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:54    359.491      21.50      28.00      23.67      50.00     756.60     439.31     141.72      60.52      62.02       0.00      1.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:24:59    359.421      21.50      28.00      23.67      50.00     755.93     438.64     141.72      60.52      61.98       0.00      2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:25:04    359.353      21.50      28.00      23.67      50.00     757.01     439.06     141.72      60.52      62.37       0.00      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:25:09    359.281      21.50      28.00      23.67      50.00     759.26     438.64     141.72      60.52      62.84       0.00      0.00  -2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:25:15    359.208      21.50      28.00      23.67      50.00     759.26     438.97     141.72      60.52      62.79       0.00      0.00  -1.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:25:20    359.140      21.50      28.00      23.67      50.00     759.26     438.73     141.72      60.52      62.77       0.00      0.00  -1.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:25:25    359.073      21.50      28.00      23.67      50.00     758.85     438.56     141.72      60.52      62.76       0.00      0.00  -1.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:25:30    359.001      21.50      28.00      23.67      50.00     758.85     438.30     141.72      60.52      62.70       0.00      0.00  -1.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:25:35    358.930      21.50      28.00      23.67      50.00     758.60     438.15     141.72      60.52      62.64       0.00      0.00  -1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:25:40    358.863      21.50      28.00      23.67      50.00     758.60     438.80     141.72      60.52      62.60       0.00      0.00  -0.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:25:45    358.792      21.50      28.00      23.67      50.00     758.34     438.64     141.72      60.52      62.56       0.00      0.00  -0.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:25:50    358.723      21.50      28.00      23.67      50.00     758.17     438.64     141.72      60.52      62.51       0.00      0.00  -0.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:25:56    358.652      21.50      28.00      23.67      50.00     758.10     438.80     141.72      60.52      62.49       0.00      0.00  -0.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:26:01    358.584      21.50      28.00      23.67      50.00     757.43     438.97     141.72      60.52      62.43       0.00      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:26:06    358.514      21.50      28.00      23.67      50.00     757.26     439.14     141.72      60.52      62.39       0.00      0.00   0.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:26:11    358.442      21.50      28.00      23.67      50.00     757.26     438.89     141.72      60.52      62.33       0.00      0.00   0.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:26:16    358.375      21.50      28.00      23.67      50.00     757.09     438.80     141.72      60.52      62.29       0.00      0.00   0.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
05:26:21    358.305      21.50      28.00      23.67      50.00     756.85     439.23     141.72      60.52      62.29       0.00      0.00   0.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 
